stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,17,0.00056289,supervised,17,0.54346905,5.37639179,3.90173562,4.63906371,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.51582001,5.30705732,3.85458362,4.58082047,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.48852031,5.31028257,3.86142469,4.58585363,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.46488939,5.18917678,3.77886247,4.48401963,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45302563,5.07311049,3.69964413,4.38637731,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.42708544,5.00823430,3.65630973,4.33227202,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42739887,4.95496570,3.61953246,4.28724908,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.40923421,4.90943072,3.58617994,4.24780533,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39052217,4.86481298,3.55138516,4.20809907,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.38092032,4.89585812,3.56972677,4.23279244,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36156521,4.79653964,3.49276682,4.14465323,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.36500847,4.69041968,3.41089891,4.05065929,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.35328708,4.62367241,3.35847393,3.99107317,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33806623,4.56227291,3.31159795,3.93693543,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.31203628,4.51054215,3.27383949,3.89219082,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.32147785,4.46844935,3.24523059,3.85683997,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.30871433,4.51290805,3.28112639,3.89701722,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30982200,4.43463808,3.22930526,3.83197167,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29531849,4.35053126,3.17352866,3.76202996,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.29273655,4.30061358,3.14184722,3.72123040,False,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.28257898,4.23438379,3.08578318,3.66008349,True,37.00000000,0.00000000,False,
supervised,38,0.00035621,supervised,38,0.28060750,4.26471807,3.10384689,3.68428248,False,37.00000000,1.00000000,False,
supervised,39,0.00034382,supervised,39,0.27567920,4.27246361,3.10435001,3.68840681,False,37.00000000,2.00000000,False,
supervised,40,0.00033136,supervised,40,0.28345100,4.27612230,3.10578844,3.69095537,False,37.00000000,3.00000000,False,
supervised,41,0.00031884,supervised,41,0.25915894,4.27739043,3.10991411,3.69365227,False,37.00000000,4.00000000,False,
supervised,42,0.00030628,supervised,42,0.25427749,4.27896036,3.11728992,3.69812514,False,37.00000000,5.00000000,False,
supervised,43,0.00029372,supervised,43,0.25494034,4.28294507,3.12674851,3.70484679,False,37.00000000,6.00000000,False,
supervised,44,0.00028116,supervised,44,0.24650393,4.28984513,3.13581043,3.71282778,False,37.00000000,7.00000000,False,
supervised,45,0.00026864,supervised,45,0.25654881,4.29858231,3.14193723,3.72025977,False,37.00000000,8.00000000,False,
supervised,46,0.00025618,supervised,46,0.24315810,4.30742286,3.14395995,3.72569141,False,37.00000000,9.00000000,False,
supervised,47,0.00024379,supervised,47,0.24484986,4.31509395,3.14285021,3.72897208,False,37.00000000,10.00000000,False,
supervised,48,0.00023149,supervised,48,0.24498557,4.32137202,3.14132762,3.73134982,False,37.00000000,11.00000000,False,
supervised,49,0.00021932,supervised,49,0.23705340,4.32686401,3.14245559,3.73465980,False,37.00000000,12.00000000,True,early_stopping_patience_exhausted
