stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,30,0.00045000,supervised,30,0.33732064,6.08548759,4.01521576,5.05035167,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.32799007,6.02976237,3.98000633,5.00488435,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.32493717,5.96562772,3.93834653,4.95198713,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.30823929,5.97959576,3.95201233,4.96580404,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30026892,5.87605675,3.87870877,4.87738276,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29884044,5.78284414,3.81070030,4.79677222,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.28127848,5.74239981,3.77881350,4.76060665,False,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.28472519,5.71090138,3.75178821,4.73134479,False,37.00000000,0.00000000,False,
supervised,38,0.00035621,supervised,38,0.27188272,5.68157845,3.72548934,4.70353390,False,38.00000000,0.00000000,False,
supervised,39,0.00034382,supervised,39,0.27351520,5.64730381,3.69567798,4.67149089,False,39.00000000,0.00000000,False,
supervised,40,0.00033136,supervised,40,0.26423618,5.68514839,3.71907299,4.70211069,False,39.00000000,1.00000000,False,
supervised,41,0.00031884,supervised,41,0.26942445,5.59292157,3.64999049,4.62145603,False,41.00000000,0.00000000,False,
supervised,42,0.00030628,supervised,42,0.26230846,5.49782083,3.58095731,4.53938907,False,42.00000000,0.00000000,False,
supervised,43,0.00029372,supervised,43,0.25976862,5.44809479,3.54694254,4.49751866,False,43.00000000,0.00000000,False,
supervised,44,0.00028116,supervised,44,0.23948236,5.40693107,3.52700903,4.46697005,True,44.00000000,0.00000000,False,
supervised,45,0.00026864,supervised,45,0.24671710,5.43063703,3.53775142,4.48419422,False,44.00000000,1.00000000,False,
supervised,46,0.00025618,supervised,46,0.25141691,5.44044646,3.54120826,4.49082736,False,44.00000000,2.00000000,False,
supervised,47,0.00024379,supervised,47,0.24032873,5.44927130,3.54830619,4.49878875,False,44.00000000,3.00000000,False,
supervised,48,0.00023149,supervised,48,0.23792867,5.45520611,3.55735949,4.50628280,False,44.00000000,4.00000000,False,
supervised,49,0.00021932,supervised,49,0.23675868,5.45771307,3.56592256,4.51181782,False,44.00000000,5.00000000,False,
supervised,50,0.00020729,supervised,50,0.24351218,5.45823157,3.57212032,4.51517595,False,44.00000000,6.00000000,False,
supervised,51,0.00019543,supervised,51,0.24153308,5.45961096,3.57549877,4.51755487,False,44.00000000,7.00000000,False,
supervised,52,0.00018375,supervised,52,0.22265115,5.46457587,3.57700210,4.52078898,False,44.00000000,8.00000000,False,
supervised,53,0.00017227,supervised,53,0.23060372,5.47408454,3.57822867,4.52615660,False,44.00000000,9.00000000,False,
supervised,54,0.00016101,supervised,54,0.22068059,5.48659144,3.58050602,4.53354873,False,44.00000000,10.00000000,False,
supervised,55,0.00015000,supervised,55,0.23318154,5.49874305,3.58433685,4.54153995,False,44.00000000,11.00000000,False,
supervised,56,0.00013925,supervised,56,0.23091743,5.50718801,3.58944251,4.54831526,False,44.00000000,12.00000000,True,early_stopping_patience_exhausted
