stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,20,0.00054271,supervised,20,0.48522036,5.40915351,3.87904608,4.64409979,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45797297,5.29353661,3.80027883,4.54690772,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.43599377,5.22808072,3.75679963,4.49244018,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42750239,5.17431004,3.72003302,4.44717153,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.40364353,5.12932034,3.68748069,4.40840051,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39561161,5.08666422,3.65446903,4.37056663,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.37122961,5.12068196,3.67521714,4.39794955,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36433794,5.02436483,3.60052957,4.31244720,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.34926963,4.92018654,3.51999371,4.22009013,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34825387,4.85364057,3.46748101,4.16056079,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.34011641,4.79073625,3.41916485,4.10495055,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.32375530,4.73649391,3.37918401,4.05783896,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.31566299,4.69186244,3.34835342,4.02010793,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.29464952,4.73447669,3.38262036,4.05854853,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30651150,4.65507511,3.32983005,3.99245258,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29286315,4.56969488,3.27315235,3.92142362,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.28098221,4.51668823,3.23942203,3.87805513,False,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.27990838,4.45809032,3.20029999,3.82919516,False,37.00000000,0.00000000,False,
supervised,38,0.00035621,supervised,38,0.28249194,4.40048526,3.15995123,3.78021824,False,38.00000000,0.00000000,False,
supervised,39,0.00034382,supervised,39,0.27591456,4.35172151,3.12381053,3.73776602,False,39.00000000,0.00000000,False,
supervised,40,0.00033136,supervised,40,0.25660735,4.32264060,3.09152914,3.70708487,True,40.00000000,0.00000000,False,
supervised,41,0.00031884,supervised,41,0.26082385,4.34468563,3.11270821,3.72869692,False,40.00000000,1.00000000,False,
supervised,42,0.00030628,supervised,42,0.26741215,4.35070233,3.12148550,3.73609392,False,40.00000000,2.00000000,False,
supervised,43,0.00029372,supervised,43,0.25323552,4.35679025,3.12614827,3.74146926,False,40.00000000,3.00000000,False,
supervised,44,0.00028116,supervised,44,0.24571696,4.36288090,3.12653696,3.74470893,False,40.00000000,4.00000000,False,
supervised,45,0.00026864,supervised,45,0.24764034,4.36944439,3.12473087,3.74708763,False,40.00000000,5.00000000,False,
supervised,46,0.00025618,supervised,46,0.24778310,4.37696404,3.12391578,3.75043991,False,40.00000000,6.00000000,False,
supervised,47,0.00024379,supervised,47,0.24244849,4.38526366,3.12667082,3.75596724,False,40.00000000,7.00000000,False,
supervised,48,0.00023149,supervised,48,0.24828039,4.39328010,3.13363345,3.76345678,False,40.00000000,8.00000000,False,
supervised,49,0.00021932,supervised,49,0.24812804,4.39957669,3.14326282,3.77141976,False,40.00000000,9.00000000,False,
supervised,50,0.00020729,supervised,50,0.23849776,4.40334066,3.15277844,3.77805955,False,40.00000000,10.00000000,False,
supervised,51,0.00019543,supervised,51,0.22490907,4.40518872,3.15969116,3.78243994,False,40.00000000,11.00000000,False,
supervised,52,0.00018375,supervised,52,0.24003331,4.40713696,3.16305078,3.78509387,False,40.00000000,12.00000000,True,early_stopping_patience_exhausted
