stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,19,0.00054988,supervised,19,0.50212466,5.29735146,3.88370400,4.59052773,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.46753826,5.20411309,3.81475307,4.50943308,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45491664,5.10364803,3.73863759,4.42114281,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.43636059,5.03567626,3.68473292,4.36020459,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42759885,4.96327619,3.62715553,4.29521586,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.41676145,4.89277849,3.57142728,4.23210289,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.40022236,4.82996593,3.52258746,4.17627669,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.37996349,4.85835654,3.54172545,4.20004099,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.35634952,4.77260760,3.48040347,4.12650554,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.36091471,4.68863925,3.42242312,4.05553119,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34174887,4.64054473,3.39195839,4.01625156,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33865148,4.58387946,3.35603103,3.96995525,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.32835717,4.51952775,3.31435174,3.91693975,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.32468554,4.45293191,3.26996568,3.86144879,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.30015461,4.47295448,3.28652271,3.87973860,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30465336,4.38311815,3.22137150,3.80224482,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29051007,4.30797118,3.16471985,3.73634551,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.27463011,4.27156149,3.12884876,3.70020513,True,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.28016191,4.29889491,3.14473944,3.72181718,False,36.00000000,1.00000000,False,
supervised,38,0.00035621,supervised,38,0.27378173,4.31043675,3.14799160,3.72921418,False,36.00000000,2.00000000,False,
supervised,39,0.00034382,supervised,39,0.26940523,4.31737451,3.15180453,3.73458952,False,36.00000000,3.00000000,False,
supervised,40,0.00033136,supervised,40,0.27140052,4.31927226,3.15638612,3.73782919,False,36.00000000,4.00000000,False,
supervised,41,0.00031884,supervised,41,0.27634004,4.31841295,3.16200284,3.74020789,False,36.00000000,5.00000000,False,
supervised,42,0.00030628,supervised,42,0.25410646,4.31848919,3.16863115,3.74356017,False,36.00000000,6.00000000,False,
supervised,43,0.00029372,supervised,43,0.25646108,4.32254300,3.17563200,3.74908750,False,36.00000000,7.00000000,False,
supervised,44,0.00028116,supervised,44,0.25486284,4.33134694,3.18180714,3.75657704,False,36.00000000,8.00000000,False,
supervised,45,0.00026864,supervised,45,0.25096879,4.34312384,3.18595619,3.76454002,False,36.00000000,9.00000000,False,
supervised,46,0.00025618,supervised,46,0.24738867,4.35469152,3.18766810,3.77117981,False,36.00000000,10.00000000,False,
supervised,47,0.00024379,supervised,47,0.24887212,4.36329265,3.18782774,3.77556020,False,36.00000000,11.00000000,False,
supervised,48,0.00023149,supervised,48,0.24260716,4.36802363,3.18840463,3.77821413,False,36.00000000,12.00000000,True,early_stopping_patience_exhausted
