stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,13,0.00058331,supervised,13,0.65135424,6.65588901,4.65743281,5.65666091,False,13.00000000,0.00000000,False,
supervised,14,0.00057893,supervised,14,0.62614901,6.56697090,4.59059520,5.57878305,False,14.00000000,0.00000000,False,
supervised,15,0.00057406,supervised,15,0.59357374,6.51326427,4.55136704,5.53231565,False,15.00000000,0.00000000,False,
supervised,16,0.00056871,supervised,16,0.55992043,6.44944171,4.50698642,5.47821407,False,16.00000000,0.00000000,False,
supervised,17,0.00056289,supervised,17,0.54380620,6.37553455,4.45714181,5.41633818,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.51376774,6.29638322,4.40466936,5.35052629,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.49506044,6.30062249,4.41287092,5.35674670,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.46374145,6.19185074,4.33859030,5.26522052,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45339665,6.09461323,4.27119884,5.18290604,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.44312313,6.04722771,4.23789370,5.14256071,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.40641640,6.00299404,4.20467389,5.10383397,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.41241829,5.95498583,4.16674017,5.06086300,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39124184,5.89877274,4.12146135,5.01011704,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.38135954,5.91567482,4.12855693,5.02211588,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36659959,5.80717480,4.04520956,4.92619218,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.35876435,5.70160572,3.96522005,4.83341289,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34182459,5.64486182,3.92246722,4.78366452,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33603067,5.59775028,3.88887274,4.74331151,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.31954920,5.55708519,3.86203475,4.70955997,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.32124633,5.51667543,3.83699499,4.67683521,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.31950380,5.55163801,3.86737975,4.70950888,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30688496,5.45611948,3.80320019,4.62965984,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29841717,5.35389676,3.73317953,4.54353814,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.27980232,5.29166198,3.69040055,4.49103126,False,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.28229726,5.23632340,3.65048377,4.44340359,False,37.00000000,0.00000000,False,
supervised,38,0.00035621,supervised,38,0.27547013,5.19344116,3.61742709,4.40543413,False,38.00000000,0.00000000,False,
supervised,39,0.00034382,supervised,39,0.27292128,5.16433715,3.59255262,4.37844488,False,39.00000000,0.00000000,False,
supervised,40,0.00033136,supervised,40,0.27580941,5.12501955,3.55802075,4.34152015,True,40.00000000,0.00000000,False,
supervised,41,0.00031884,supervised,41,0.26323136,5.15041560,3.56932348,4.35986954,False,40.00000000,1.00000000,False,
supervised,42,0.00030628,supervised,42,0.26113034,5.15595119,3.57954356,4.36774737,False,40.00000000,2.00000000,False,
supervised,43,0.00029372,supervised,43,0.25581565,5.16102029,3.58980458,4.37541243,False,40.00000000,3.00000000,False,
supervised,44,0.00028116,supervised,44,0.25794739,5.16541617,3.59710746,4.38126181,False,40.00000000,4.00000000,False,
supervised,45,0.00026864,supervised,45,0.24347676,5.16968208,3.60006444,4.38487326,False,40.00000000,5.00000000,False,
supervised,46,0.00025618,supervised,46,0.25579797,5.17498311,3.59957633,4.38727972,False,40.00000000,6.00000000,False,
supervised,47,0.00024379,supervised,47,0.24741423,5.18234139,3.59825400,4.39029770,False,40.00000000,7.00000000,False,
supervised,48,0.00023149,supervised,48,0.24308136,5.19173500,3.59895708,4.39534604,False,40.00000000,8.00000000,False,
supervised,49,0.00021932,supervised,49,0.23876437,5.20174886,3.60329788,4.40252337,False,40.00000000,9.00000000,False,
supervised,50,0.00020729,supervised,50,0.23343952,5.21016161,3.61092624,4.41054393,False,40.00000000,10.00000000,False,
supervised,51,0.00019543,supervised,51,0.23740911,5.21523101,3.61991629,4.41757365,False,40.00000000,11.00000000,False,
supervised,52,0.00018375,supervised,52,0.22798538,5.21691077,3.62793476,4.42242276,False,40.00000000,12.00000000,True,early_stopping_patience_exhausted
