stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,32,0.00042773,supervised,32,0.30272326,4.37367054,3.22629351,3.79998202,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.30424620,4.39544372,3.24602105,3.82073238,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.29975116,4.26230710,3.14009558,3.70120134,True,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.28564652,4.28375823,3.16543053,3.72459438,False,34.00000000,1.00000000,False,
supervised,36,0.00038068,supervised,36,0.28686865,4.28689814,3.16764015,3.72726915,False,34.00000000,2.00000000,False,
supervised,37,0.00036851,supervised,37,0.28464334,4.29235327,3.16731633,3.72983480,False,34.00000000,3.00000000,False,
supervised,38,0.00035621,supervised,38,0.28536467,4.30103887,3.16696977,3.73400432,False,34.00000000,4.00000000,False,
supervised,39,0.00034382,supervised,39,0.27470966,4.31206809,3.16882745,3.74044777,False,34.00000000,5.00000000,False,
supervised,40,0.00033136,supervised,40,0.26818923,4.32296607,3.17374714,3.74835660,False,34.00000000,6.00000000,False,
supervised,41,0.00031884,supervised,41,0.26608363,4.33094430,3.18099451,3.75596940,False,34.00000000,7.00000000,False,
supervised,42,0.00030628,supervised,42,0.25137528,4.33455146,3.18888304,3.76171725,False,34.00000000,8.00000000,False,
supervised,43,0.00029372,supervised,43,0.26023001,4.33469749,3.19579033,3.76524391,False,34.00000000,9.00000000,False,
supervised,44,0.00028116,supervised,44,0.26918409,4.33435016,3.20092477,3.76763747,False,34.00000000,10.00000000,False,
supervised,45,0.00026864,supervised,45,0.25859597,4.33697696,3.20446865,3.77072281,False,34.00000000,11.00000000,False,
supervised,46,0.00025618,supervised,46,0.25116086,4.34458464,3.20716532,3.77587498,False,34.00000000,12.00000000,True,early_stopping_patience_exhausted
