stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,19,0.00054988,supervised,19,0.49437758,5.75459094,4.10547012,4.93003053,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.47455632,5.66391395,4.03744108,4.85067751,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.45320950,5.56455167,3.96143140,4.76299153,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.44048403,5.49883145,3.90883070,4.70383107,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42795057,5.43161625,3.85510711,4.64336168,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.39920152,5.36931105,3.80581827,4.58756466,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.39922422,5.31601313,3.76469063,4.54035188,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.37293549,5.35260615,3.79075622,4.57168119,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36928332,5.27143976,3.73372635,4.50258305,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.35273274,5.18757128,3.67660054,4.43208591,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.34080174,5.13608854,3.64413056,4.39010955,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33049556,5.07489800,3.60495904,4.33992852,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.32679222,5.00741014,3.56062000,4.28401507,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.31992905,4.94046630,3.51524248,4.22785439,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.29896560,4.96238966,3.53222041,4.24730503,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.29308634,4.87425593,3.46730443,4.17078018,False,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29753466,4.79697537,3.40824964,4.10261250,False,35.00000000,0.00000000,False,
supervised,36,0.00038068,supervised,36,0.28366504,4.76570706,3.38107919,4.07339312,False,36.00000000,0.00000000,False,
supervised,37,0.00036851,supervised,37,0.27953288,4.73241218,3.35183074,4.04212146,False,37.00000000,0.00000000,False,
supervised,38,0.00035621,supervised,38,0.27360825,4.69113129,3.31712435,4.00412782,False,38.00000000,0.00000000,False,
supervised,39,0.00034382,supervised,39,0.27985114,4.64013258,3.27658232,3.95835745,False,39.00000000,0.00000000,False,
supervised,40,0.00033136,supervised,40,0.27312361,4.66383496,3.29199321,3.97791408,False,39.00000000,1.00000000,False,
supervised,41,0.00031884,supervised,41,0.26595523,4.56578776,3.22141877,3.89360326,False,41.00000000,0.00000000,False,
supervised,42,0.00030628,supervised,42,0.26724998,4.47451734,3.15785240,3.81618487,False,42.00000000,0.00000000,False,
supervised,43,0.00029372,supervised,43,0.24817796,4.43438745,3.13295966,3.78367356,False,43.00000000,0.00000000,False,
supervised,44,0.00028116,supervised,44,0.25433907,4.40401922,3.11601789,3.76001855,False,44.00000000,0.00000000,False,
supervised,45,0.00026864,supervised,45,0.25390124,4.37892461,3.10285788,3.74089124,False,45.00000000,0.00000000,False,
supervised,46,0.00025618,supervised,46,0.25118350,4.32022652,3.05513675,3.68768164,True,46.00000000,0.00000000,False,
supervised,47,0.00024379,supervised,47,0.24869401,4.34211388,3.08132175,3.71171781,False,46.00000000,1.00000000,False,
supervised,48,0.00023149,supervised,48,0.24243568,4.34893154,3.08429659,3.71661406,False,46.00000000,2.00000000,False,
supervised,49,0.00021932,supervised,49,0.24644976,4.35556166,3.08351530,3.71953848,False,46.00000000,3.00000000,False,
supervised,50,0.00020729,supervised,50,0.23678206,4.36232080,3.08162072,3.72197076,False,46.00000000,4.00000000,False,
supervised,51,0.00019543,supervised,51,0.23840572,4.36959413,3.08182709,3.72571061,False,46.00000000,5.00000000,False,
supervised,52,0.00018375,supervised,52,0.23193954,4.37721401,3.08620096,3.73170749,False,46.00000000,6.00000000,False,
supervised,53,0.00017227,supervised,53,0.22856567,4.38429250,3.09459395,3.73944323,False,46.00000000,7.00000000,False,
supervised,54,0.00016101,supervised,54,0.23286004,4.38973622,3.10480171,3.74726897,False,46.00000000,8.00000000,False,
supervised,55,0.00015000,supervised,55,0.22096734,4.39313585,3.11381880,3.75347732,False,46.00000000,9.00000000,False,
supervised,56,0.00013925,supervised,56,0.22629701,4.39537464,3.11945059,3.75741261,False,46.00000000,10.00000000,False,
supervised,57,0.00012879,supervised,57,0.22890763,4.39841228,3.12138215,3.75989722,False,46.00000000,11.00000000,False,
supervised,58,0.00011862,supervised,58,0.22367777,4.40422973,3.12116389,3.76269681,False,46.00000000,12.00000000,True,early_stopping_patience_exhausted
