stage,epoch,learning_rate,optimizer_phase,scheduler_phase_epoch,train_loss,validation_sbp_mae,validation_dbp_mae,validation_mean_mae,selected_checkpoint,best_epoch_so_far,epochs_without_improvement,early_stopping_triggered,stop_reason
supervised,17,0.00056289,supervised,17,0.53641398,6.30784724,4.16633716,5.23709220,False,17.00000000,0.00000000,False,
supervised,18,0.00055661,supervised,18,0.51806357,6.22722634,4.11218384,5.16970509,False,18.00000000,0.00000000,False,
supervised,19,0.00054988,supervised,19,0.50491927,6.22478229,4.11548255,5.17013242,False,18.00000000,1.00000000,False,
supervised,20,0.00054271,supervised,20,0.46918948,6.10510388,4.03380579,5.06945483,False,20.00000000,0.00000000,False,
supervised,21,0.00053511,supervised,21,0.46524942,5.99583112,3.95867458,4.97725285,False,21.00000000,0.00000000,False,
supervised,22,0.00052710,supervised,22,0.43965656,5.93901360,3.91981083,4.92941221,False,22.00000000,0.00000000,False,
supervised,23,0.00051869,supervised,23,0.42628042,5.89056211,3.88487277,4.88771744,False,23.00000000,0.00000000,False,
supervised,24,0.00050990,supervised,24,0.40894818,5.84383618,3.84902492,4.84643055,False,24.00000000,0.00000000,False,
supervised,25,0.00050074,supervised,25,0.38765971,5.79229140,3.80789451,4.80009296,False,25.00000000,0.00000000,False,
supervised,26,0.00049123,supervised,26,0.38372955,5.81381774,3.81857738,4.81619756,False,25.00000000,1.00000000,False,
supervised,27,0.00048138,supervised,27,0.36111735,5.70686590,3.73601711,4.72144150,False,27.00000000,0.00000000,False,
supervised,28,0.00047121,supervised,28,0.35261484,5.59864920,3.65326450,4.62595685,False,28.00000000,0.00000000,False,
supervised,29,0.00046075,supervised,29,0.33696043,5.53644056,3.60535071,4.57089563,False,29.00000000,0.00000000,False,
supervised,30,0.00045000,supervised,30,0.33588535,5.48430959,3.56677904,4.52554431,False,30.00000000,0.00000000,False,
supervised,31,0.00043899,supervised,31,0.33551622,5.44272166,3.53803606,4.49037886,False,31.00000000,0.00000000,False,
supervised,32,0.00042773,supervised,32,0.31195955,5.40792559,3.51615554,4.46204056,False,32.00000000,0.00000000,False,
supervised,33,0.00041625,supervised,33,0.30595762,5.45549891,3.55526217,4.50538054,False,32.00000000,1.00000000,False,
supervised,34,0.00040457,supervised,34,0.30336117,5.29899341,3.44463544,4.37181442,True,34.00000000,0.00000000,False,
supervised,35,0.00039271,supervised,35,0.29905382,5.32848167,3.45569504,4.39208836,False,34.00000000,1.00000000,False,
supervised,36,0.00038068,supervised,36,0.28449174,5.33004093,3.45968573,4.39486333,False,34.00000000,2.00000000,False,
supervised,37,0.00036851,supervised,37,0.28724966,5.33188694,3.46709751,4.39949222,False,34.00000000,3.00000000,False,
supervised,38,0.00035621,supervised,38,0.27347203,5.33597389,3.47671891,4.40634640,False,34.00000000,4.00000000,False,
supervised,39,0.00034382,supervised,39,0.27505639,5.34272463,3.48597583,4.41435023,False,34.00000000,5.00000000,False,
supervised,40,0.00033136,supervised,40,0.27019446,5.35111974,3.49224132,4.42168053,False,34.00000000,6.00000000,False,
supervised,41,0.00031884,supervised,41,0.27532870,5.35959906,3.49430509,4.42695208,False,34.00000000,7.00000000,False,
supervised,42,0.00030628,supervised,42,0.25713411,5.36708639,3.49315029,4.43011834,False,34.00000000,8.00000000,False,
supervised,43,0.00029372,supervised,43,0.26085862,5.37346656,3.49153697,4.43250176,False,34.00000000,9.00000000,False,
supervised,44,0.00028116,supervised,44,0.25788121,5.37930092,3.49256672,4.43593382,False,34.00000000,10.00000000,False,
supervised,45,0.00026864,supervised,45,0.25792784,5.38512179,3.49800642,4.44156410,False,34.00000000,11.00000000,False,
supervised,46,0.00025618,supervised,46,0.23926311,5.39091169,3.50731398,4.44911283,False,34.00000000,12.00000000,True,early_stopping_patience_exhausted
